,click_bait_score,Content Title
1290,3,Ърчрѕёђрэёърђр Трэур ёњё ёь№рчџтрљю я№хфёърчрэшх: бъю№ю Чхьџђр љх сњфх юъњярэр т ъ№њт! йх яюїшэх ыўсшьшџђ | Vchas.net
1291,3,Я№ю№юїхёђтрђр чр Хт№юяр ёх ёсњфтрђ. ешыџфш ёх яюфуюђтџђ чр чрт№њљрэх т Сњыур№шџ
1292,3,"ЯгвШЭ йХ бХ ЮЦХЭШ ЧР ЬЫРФР СЫЮЭФШЭЪР, УЮаСРзЮТ йХ гЬаХ"
1293,1,Сшяютхђх юђ @chicago514 - Dnevnik.bg/LIVE
1294,1,Ьњыэшш ш ђю№эрфр я№хт№њљрђ цхэш т я№ю№юїшіш
1295,3,"Ърчрѕёђрэёърђр Трэур чр 2017 у.: Яѓђшэ љх ёх юцхэш чр ьырфр сыюэфшэър, Ую№срїют љх ѓь№х"
1296,3,Ърчрѕёђрэёърђр Трэур: Яѓђшэ љх ёх юцхэш чр ьырфр сыюэфшэър
1297,3,Яѓђшэ љх ёх юцхэш чр ьырфр сыюэфшэър  Эютшэш юђ Сњыур№шџ ш ётхђр
1298,3,Яѓђшэ љх ёх юцхэш чр ьырфр сыюэфшэър  Эютшэш ш Чрсртыхэшх
1299,1,Petel.bg - эютшэш - Ърчрѕёђрэёърђр Трэур: Яѓђшэ љх ёх юцхэш чр ьырфр сыюэфшэър
1300,3,"бРвРЭШЭбЪШпв ЯаЮХЪв BLUE BEAM, Рэђшѕ№шёђ ш я№юхъђњђ ЦквТР"
1301,3,Яѓђшэ х яюфьхэхэ: чрярфэшђх ёяхіёыѓцсш ёр яюыѓїшыш №хчѓыђрђшђх юђ ФЭЪ  хъёях№ђшчр
1302,3,Эр ью№х т Уњ№ішџ 2017
1303,3,"брьшчфрђхы У№шую№ бшьют, :: бРвРЭШЭбЪШпв ЯаЮХЪв BLUE BEAM, Рэђшѕ№шёђ ш я№юхъђњђ ЦквТР"
1304,3,"бРвРЭШЭбЪШпв ЯаЮХЪв BLUE BEAM, Рэђшѕ№шёђ ш я№юхъђњђ ЦквТР"
1305,3,"Трцэю чр тёшїъш. Т зх№эю ью№х юђъ№шѕр эхљю, ъюхђю ьюцх фр я№юьхэш Сњыур№шџ. бсњфтр ыш ёх я№ю№юїхёђтюђю эр..."
1306,3,"Ърътю эш чртхљр, чрљю эх џ №рчс№рѕьх эшђю яюёыѓјрѕьх"
1307,1,Фхсрђњђ Сю№шёют-Эшэютр (Я№хфтр№шђхыэю яю ьшэѓђш)
1308,3,Эх я№шхьрщђх ърђю яюфр№њъ ђхчш 7 я№хфьхђр! Ьюурђ фр тш фюэхёрђ ыюј ъњёьхђ!
1309,1,Ъющ ѓя№ртыџтр бРй? | Ъыѓс 'Z'
1310,3,дхт№ѓр№ш ђюяыюђр ш юсшї
1311,3,дхт№ѓр№ш ђюяыюђр ш юсшї
1312,3,15 схчіхээш ьњф№ш ёњтхђр эр тхышърђр я№ю№юїшір Срср Трэур! Чр эхџ эх ёњљхёђтѓтр яњыэю љрёђшх! Тшцђх ш юёђрэрышђх!
1313,3,Эшъюур эх х ъњёэю фр ёђрэхј чр №хчшы
1314,3,"Юђъ№шѕр яыюфютхђх ш чхыхэїѓішђх, юђ ъюшђю ёх яњыэхх"
1315,3,ахіхяђш юђ срср Трэур чр ыхїхэшх ё сшыъш эр тёшїъш сюыхёђш
1316,3,"Фњ№тю эр цхырэшџђр ш ьр№ђхэёър ѓъ№рёр т ъњљр-ьѓчхщ ""Трэур""</div><html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""></head><body></body></html>"
1317,3,"""Чхьэюђю ьрёыю ъх ёх яюърцх эр цхэр"""
1318,1,ахіхяђш юђ срср Трэур чр ыхїхэшх ё сшыъш эр тёшїъш сюыхёђш - бтюсюфэю т№хьх - бњтхђш
1319,3,"Я№ю№юїхёђтю эр Трэур чр яхђ№юыэшђх эрѕюфшљр т Сњыур№шџ: ""Чхьэюђю ьрёыю ъх ёх яюърцх эр цхэр"""
1320,3,Ъњљрђр эр срср Трэур ё ѓъ№рёр чр яњ№тш ьр№ђ яюфуюђтхэр юђ ѓїхэшіш юђ I Юг Ъюїю Ьрт№юфшхт
1321,3,Чхьэюђю ьрёыю ъх ёх яюърцх эр цхэр  Эютшэш ш Чрсртыхэшх
1322,3,Р№ѕхюыючш эр ъ№рїър юђ №рчъ№штрэх эр ѕ№рьр т ех№ръыхџ бшэђшър
1323,3,Юэырщэ тхёђэшъ бђ№ѓьр - Юсљхёђтю
1324,3,Трэур: Ыўфьшыр Цштъютр х ѓьњ№ђтхэр яю чряютхф эр ЪУС ш ышїэю эр о№шщ Рэф№юяют
1325,3,Ъ№рщэрђр шу№р эр Рыхъё Фцюѓэё
1326,3,Р№ѕхюыючш ђњ№ёџђ ѕ№рьр эр ех№ръыхџ бшэђшър  KMETA.bg
1327,3,"Чрљю ""быџярђр Трщјр"" эх ёяхїхыш Юёър№?"
1328,3,Ъюурђю ёыџярђр Трщјр я№юуыхфэх / Ъюьхэђр№ / Ьэхэшџ / Ekip News
1329,1,Яырьњішђх эр арщѕёђрур ёыхф 84 у.
1330,3,Ьр№шэ Ър№рштрэют:Я№рёхђр юуыючурыш ъюёђшђх эр Сю№шё в№хђш
1331,3,Ьр№шэ Ър№рштрэют:Я№рёхђр юуыючурыш ъюёђшђх эр Сю№шё в№хђш  Эютшэш ш Чрсртыхэшх
1332,3,Ьр№шэ Ър№рштрэют:Я№рёхђр юуыючурыш ъюёђшђх эр Сю№шё в№хђш
1333,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1334,1,"Фхёхђђх џёэютшфіш, ъюшђю эршёђшэр я№хфёърчрѕр ёњсшђшџђр"
1335,3,Ьр№шэ Ър№рштрэют:Я№рёхђр юуыючурыш ъюёђшђх эр Сю№шё в№хђш - СЫШж
1336,1,Ьр№шэ Ър№рштрэют:Я№рёхђр юуыючурыш ъюёђшђх эр Сю№шё в№хђш - СЫШж
1337,3,У№рєшђ ё ышър эр Трёшы Ыхтёъш сыхёэр эр цшышљхэ сыюъ. ею№рђр юђ ътр№ђрыр яюшёърѕр... (ТШФХЮ ш бЭШЬЪШ)
1338,3,"ТХзХ бХ бСкФТР! ТРЭУР пбЭЮ Х ТШФпЫР: ФТРЬР йХ ЪЮЯРпв, ЭЮ ЯаШ ЦХЭР гЯаРТЭШЪ СкЫУРаШп ЬЭЮУЮ СкаЧЮ йХ бХ ЯаХТкаЭХ Т | Vchas.net"
1339,3,"ТХзХ бХ бСкФТР! ТРЭУР пбЭЮ Х ТШФпЫР: ФТРЬР йХ ЪЮЯРпв, ЭЮ ЯаШ ЦХЭР гЯаРТЭШЪ СкЫУРаШп ЬЭЮУЮ СкаЧЮ йХ бХ ЯаХТкаЭХ Т | Vchas.net"
1340,3,бђртрьх јхщѕютх я№ш цхэр ѓя№ртэшъ!
1341,1,бђртрьх јхщѕютх я№ш цхэр ѓя№ртэшъ!
1342,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1343,3,дхэюьхэрыэю я№ю№юїхёђтю эр Трэур №рчъ№штр сњфхљхђю эр Сњыур№шџ
1344,3,Шчтхёђэшђх ё єрыјшт сњыур№ёъш я№юшчѕюф
1345,3,дхэюьхэрыэю я№ю№юїхёђтю эр Трэур №рчъ№штр сњфхљхђю эр Сњыур№шџ
1346,3,Ърътю ёъ№штрђ ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981 у (бвРвШп) ~ Сњыур№шџ т ёэшьъш юђ ьшэрыюђю
1347,3,Яхђ№юыэюђю я№ю№юїхёђтю эр Трэур: бђртрьх јхщѕютх я№ш цхэр ѓя№ртэшъ!  
1348,1,"Ъюьхэђр№ш эр ёхфьшірђр. Й2: Эютю ёхыю - яыўё 120, вѓыїр - ёрэ јрэцьрэ"
1349,3,Ъющ љх я№рчэѓтр ш ъющ љх №юэш ёњычш|Трјшђх шёђю№шш| ерщ Ъыѓс
1350,3,"Сњыур№шэ ърэфшфрђёђтр чр їшышщёъю яюфрэёђтю, чр фр ьюцх фр яњђѓтр фю Сњыур№шџ"
1351,3,бхыю Ухыр  шёђю№шџ
1352,1,Чф№ртх/Ъ№рёюђр /бяр at вшѕюьш№ Яњ№трэют ђх№ряхтђ
1353,3,"Шчсю№шђх т Хт№юяр я№хч 2017 - д№рэішџ, Ух№ьрэшџ ш (ьюцх сш) Шђрышџ"
1354,3,Чэрџ ърътю љх ёх ёыѓїш!
1355,3,арщюээшџђ шэёяхъђю№  тњчѕюф ш ярфхэшх  бтюсюфэю ёыютю
1356,1,The Bulgarian Media Portal in Chicago Л Blog Archive Л арфшюръђштэюђю чрьњ№ёџтрэх т Хт№юяр ьюцх фр х ётњ№чрэю ё шэішфхэђ т Схыюџ№ёърђр РХж
1357,3,У№шую№ Ышыют: ШбвШЭРвР чр №рфшюръђштэюђю чрьњ№ёџтрэх т Хт№юяр (пФаХЭ ШЭжШФХЭв Т СХЫЮпабЪРвР РХж)
1358,1,арщюээшџђ шэёяхъђю№  тњчѕюф ш ярфхэшх  в№ѓф
1359,3,Шчтхёђэшђх ё єрыјшт сњыур№ёъш я№юшчѕюф
1360,1,"""168 їрёр"": Шчтхёђэшђх ё єрыјшт сњыур№ёъш я№юшчѕюф"
1361,1,Яряр д№рішёъ юёњфш їрђютхђх яю т№хьх эр тхїх№џ
1362,3,"7 я№хфѓя№хцфхэшџ эр Трэур чр эр№юфэш яютх№шџ, ъюшђю эх ёярчтрьх ш эш ђ№ютџђ цштюђр!"
1363,3,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш"
1364,1,Шчтхёђэшђх ё єрыјшт сњыур№ёъш я№юшчѕюф
1365,1,Яряр д№рішёъ юёњфш їрђютхђх яю т№хьх эр тхїх№џ
1366,3,"Яюфр№џтрђ эш уш їхёђю, эю яю-фюс№х фр уш шчѕтњ№ышь. Эюёџђ эхљрёђшх ш чрёђ№рјртрђ..."
1367,3,"бњтхђшђх эр Трэур, ъюшђю эш ярчџђ юђ чышэш"
1368,3,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш"
1369,3,"Яюфр№џђ ыш тш эџъющ юђ ђхчш я№хфьхђш, шыш ую тњ№эхђх, шыш ую шчѕтњ№ыхђх, фр ёш эџьрђх эхя№шџђэюёђш! Эюёџђ эхљрёђшх эр я№шђхцрђхыџ шь!"
1370,3,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш | Vchas.net"
1371,3,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш"
1372,3,"Ъръ сх ёњчфрфхэ єшыьњђ ""Т№хьх №рчфхыэю"""
1373,3,Эютш шчѓьшђхыэш №рчъ№шђшџ чр ёьњ№ђђр эр Ыўфьшыр Цштъютр ~ Сњыур№шџ т ёэшьъш юђ ьшэрыюђю
1374,3,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш"
1375,1,"Эютю ёхыю - яыўё 120, вѓыїр - ёрэё јрэцьрэ"
1376,3,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш"
1377,3,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш"
1378,3,"Яюфр№џђ ыш тш эџъющ юђ ђхчш я№хфьхђш, шыш ую тњ№эхђх, шыш ую шчѕтњ№ыхђх, фр ёш эџьрђх эхя№шџђэюёђш! Эюёџђ эхљрёђшх эр я№шђхцрђхыџ шь!"
1379,3,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш - СЫШж"
1380,3,"Яюфр№џђ ыш тш эџъющ юђ ђхчш я№хфьхђш, шыш ую тњ№эхђх, шыш ую шчѕтњ№ыхђх, фр ёш эџьрђх эхя№шџђэюёђш! Эюёџђ эхљрёђшх эр я№шђхцрђхыџ шь!"
1381,1,"7 я№хфѓя№хцфхэшџ юђ Трэур ш эр№юфэшђх яютх№шџ, ъюшђю я№хэхс№хутрьх ш чрђютр эш чрёђшурђ чышэш - СЫШж"
1382,3,"Яюфр№џђ ыш тш эџъющ юђ ђхчш я№хфьхђш, шыш ую тњ№эхђх, шыш ую шчѕтњ№ыхђх, фр ёш эџьрђх эхя№шџђэюёђш! Эюёџђ эхљрёђшх эр я№шђхцрђхыџђ шь!"
1383,3,"Яюфр№џђ ыш тш эџъющ юђ ђхчш я№хфьхђш, шыш ую тњ№эхђх, шыш ую шчѕтњ№ыхђх, фр ёш эџьрђх эхя№шџђэюёђш! Эюёџђ эхљрёђшх эр я№шђхцрђхыџђ шь!"
1384,3,"Яюфр№џђ ыш тш эџъющ юђ ђхчш я№хфьхђш, шыш ую тњ№эхђх, шыш ую шчѕтњ№ыхђх, фр ёш эџьрђх эхя№шџђэюёђш! Эюёџђ эхљрёђшх эр я№шђхцрђхыџђ шь!"
1385,1,"Эютю ёхыю - яыўё 120, вѓыїр - ёрэ јрэцьрэ"
1386,3,"ФаХТЭЮвЮ ЯаЮЪЫпвШХ, ЪЮХвЮ ЯЮУгСШ ЫоФЬШЫР ЦШТЪЮТР Х ЮйХ баХФ ЭРб! | Vchas.net"
1387,3,"ФаХТЭЮвЮ ЯаЮЪЫпвШХ, ЪЮХвЮ ЯЮУгСШ ЫоФЬШЫР ЦШТЪЮТР Х ЮйХ баХФ ЭРб! | Vchas.net"
1388,3,Сыюуњђ эр zahariada :: гцрёњђ эр№хїхэ аюђјшыф
1389,3,"Я№хфёърчрэю юђ быртр бхт№ўъютр: Цхэр љх ёярёш Сњыур№шџ я№хч 2017-ђр-Сыруюёыютхэр! бтхђышэр, ьэюую ётхђышэр!"
1390,3,"ФаХТЭЮвЮ ЯаЮЪЫпвШХ, ЪЮХвЮ ЯЮУгСШ ЫоФЬШЫР ЦШТЪЮТР Х ЮйХ баХФ ЭРб!"
1391,1,90 я№юіхэђр юђ ѕю№рђр эх шёърђ фр чэрџђ ърътю сњфхљх уш юїрътр - Ыўсюяшђэю - Ыўсюяшђэю
1392,3,"Я№хфёърчрэю юђ быртр бхт№ўъютр: Цхэр љх ёярёш Сњыур№шџ я№хч 2017-ђр-Сыруюёыютхэр! бтхђышэр, ьэюую ётхђышэр!"
1393,3,"Цхэр љх ёярёш Сњыур№шџ я№хч 2017-ђр-Сыруюёыютхэр! бтхђышэр, ьэюую ётхђышэр!  Эютшэш юђ Сњыур№шџ ш ётхђр"
1394,3,Я№юъыџђшх х т юёэютрђр эр ёьњ№ђђр эр Ыўфьшыр Цштъютр+Эютш шчѓьшђхыэш №рчъ№шђшџ
1395,1,Petel.bg - эютшэш - Я№хфёърчрэю: Сњыур№шџ ёх тњч№рцфр я№хч 2017-ђр эрїхыю ё цхэр
1396,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1397,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1398,3,"7-ђх я№хфьхђр, ъюшђю эюёџђ ыюј ъњёьхђ. Эшъюур эх уш яюфр№џтрщђх - Чр№рђр"
1399,3,"аюсюђ, я№юѓїтрљ дѓъѓјшьр, №рчъ№штр, їх я№ш №рч№ѓјхэрђр РХж х яю-ёђ№рјэю юђ юїрътрэюђю"
1400,3,Эх я№шхьрщђх ърђю яюфр№њъ ђхчш 7 я№хфьхђр! Ьюурђ фр тш фюэхёрђ ыюј ъњёьхђ
1401,3,Трэур: Шфтр в№хђр ётхђютэр тющэр! аѓёэръ ёярёџтр Сњыур№шџ?
1402,3,Хђю чрљю ётхђњђ ёђртр тёх яю-юярёхэ
1403,3,вютр эџьр фр ую тшфшђх яю ђхыхтшчшџђр! Эрщ-ьрыъю 2 ьшышюэр сњыур№ш љх ШЧЬаРв! Тшцђх ърътю ёђртр
1404,3,вютр эџьр фр ую тшфшђх яю ђхыхтшчшџђр! Эрщ-ьрыъю 2 ьшышюэр сњыур№ш љх ШЧЬаРв! Тшцђх ърътю ёђртр | Vchas.net
1405,3,вютр эџьр фр ую тшфшђх яю ђхыхтшчшџђр! Эрщ-ьрыъю 2 ьшышюэр сњыур№ш љх ШЧЬаРв! Тшцђх ърътю ёђртр | Vchas.net
1406,3,вютр эџьр ую тшфшђх яю ђхыхтшчшџђр! Эрщ-ьрыъю 2 ьшышюэр сњыур№ш љх ШЧЬаРв! Тшцђх ърътю ёђртр
1407,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1408,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1409,3,вютр эџьр ую тшфшђх яю ђхыхтшчшџђр! Эрщ-ьрыъю 2 ьшышюэр сњыур№ш љх ШЧЬаРв! Тшцђх ърътю ёђртр
1410,3,Хђю чрљю ётхђњђ ёђртр тёх яю-юярёхэ - бтџђ
1411,3,"Трэур х я№хфёърчрыр, їх аѓёшџ љх эш ёярёш юђ в№хђр ётхђютэр тющэр"
1412,3,"Трэур х я№хфёърчрыр, їх аѓёшџ љх эш ёярёш юђ в№хђр ётхђютэр тющэр"
1413,3,ЯЫРЭШЭШвХ ЭР СкЫУРаШп :: бТХвЮвЮ ЬпбвЮ ЭР ШбЪкабЪШп ЯаЮЫЮЬ
1414,3,ЯЫРЭШЭШвХ ЭР СкЫУРаШп :: бТХвЮвЮ ЬпбвЮ ЭР ШбЪкабЪШп ЯаЮЫЮЬ
1415,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1416,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1417,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1418,3,Юэырщэ тхёђэшъ бђ№ѓьр - Юсљхёђтю
1419,3,Ях№эшјърђр Срср Трэур  яюышђшїхёъшџ эрсыўфрђхы т у№рфр Хью Эхэъют ё ітхђѓљр я№юуэючр чр шчсю№шђх!
1420,3,Юу№рэшїхэ рэурцшьхэђ ъњь іџыюђю ЭРвЮ шыш шчсш№рђхыэю юђэюјхэшх ъњь эџъюш яр№ђэќю№ш?
1421,3,"бхъё, эр№ъюђшіш ш Ьюір№ђ т ёярыэџђр эр врђџэр Фюэїхтр ш аѓьхэ Яхђъют  "
1422,3,"Трэур я№хфёърчрыр, їх ђх№ю№шёђш љх рђръѓтрђ бРй, р аѓёшџ љх ёярёш ётхђр юђ тющэр?"
1423,3,"аѓёюєшыш  схч№юфэшіш, Ьшыхэъю х трј їютхъ"
1424,3,Эютш фюъѓьхэђш ш єръђш чр ьшёђшїэшџ єхэюьхэхэ ёђрђѓђ ш цштюђ эр Ыхтёъш. Шчђхчртрэхђю ш ѓсшщё...
1425,3,Фџфю бђхєїю ёх ыўсш ё ѕх№ьрє№юфшђ|Трјшђх шёђю№шш| ерщ Ъыѓс
1426,3,"врщэшђх чр№њъш эр Трэур, ъюшђю ьюурђ фр я№юьхэџђ цштюђр эр тёшїъш эш!"
1427,3,Эютш јюъш№рљш №рчъ№шђшџ! Хђю ърътю ёр ёъ№шыш ѕю№рђр эр Ыўфьшыр Цштъютр я№ш №рчъюяъшђх т бв№рэфцр я№хч 1981 уюфшэр
1428,3,Рьх№шърэёъшџђ ёхэрђю№ Ышэфчш У№хњь ёх чрърэш аѓёшџ фр сњфх №шђэрђр юђчрф т Ъюэу№хёр
1429,3,Эрщ-фюс№юђю т Юђ Шчтю№р чр 2016-2017 уюфшэр
1430,3,"Т юёэютрђр ёш ёњтхђёъшџђ ъюьѓэшчњь х ьрёър эр сюыјхтшчьр, ъющђю х ьрёър эр ўфршчьр"
1431,1,"Срсшэшђх яютх№шџ, ё ъюшђю љх я№штыхїхђх яр№ш ш ъњёьхђ т цштюђр ёш - бтюсюфэю т№хьх - бњтхђш"
1432,3,"Сшы Ухщђё ёїшђр, їх №юсюђшђх ђ№џстр фр яырљрђ фрэњіш l"
1433,3,Рьх№шърэёъш ёхэрђю№ ё эхіхэчѓ№эю цхырэшх юђэюёэю аѓёшџ
1434,3,Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981!  Эютшэш юђ Сњыур№шџ ш ётхђр
1435,3,Яр№ырьхэђр№эш шчсю№ш 2017
1436,3,вњ№ёџђ у№юср эр Ряюёђюыр юђ ѕ№рьр фю Ъўыўішђх
1437,3,Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981!
1438,3,Ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981?
1439,3,ХвЮ ЪРЪТЮ ЯЮвгЫШеР СкЫУРабЪШвХ ТЫРбвШ ЧР аРЧЪЮЯЪШвХ ЭР ЫоФЬШЫР ЦШТЪЮТР! бЫХФ вЮЫЪЮТР УЮФШЭШ ШбвШЭРвР!
1440,3,ХвЮ ЪРЪТЮ ЯЮвгЫШеР СкЫУРабЪШвХ ТЫРбвШ ЧР аРЧЪЮЯЪШвХ ЭР ЫоФЬШЫР ЦШТЪЮТР! бЫХФ вЮЫЪЮТР УЮФШЭШ ШбвШЭРвР!
1441,3,Эютш шчѓьшђхыэш №рчъ№шђшџ: Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981!
1442,3,ХвЮ ЪРЪТЮ ЯЮвгЫШеР СкЫУРабЪШвХ ТЫРбвШ ЧР аРЧЪЮЯЪШвХ ЭР ЫоФЬШЫР ЦШТЪЮТР! бЫХФ вЮЫЪЮТР УЮФШЭШ ШбвШЭРвР!
1443,3,ХвЮ ЪРЪТЮ ЯЮвгЫШеР СкЫУРабЪШвХ ТЫРбвШ ЧР аРЧЪЮЯЪШвХ ЭР ЫоФЬШЫР ЦШТЪЮТР! бЫХФ вЮЫЪЮТР УЮФШЭШ ШбвШЭРвР!
1444,3,Эютш шчѓьшђхыэш №рчъ№шђшџ: Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981!
1445,3,Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981!
1446,3,Эютш шчѓьшђхыэш №рчъ№шђшџ: Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981! - СЫШж
1447,3,Эютш шчѓьшђхыэш №рчъ№шђшџ: Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981! | Vchas.net
1448,1,Эютш шчѓьшђхыэш №рчъ№шђшџ: Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981! - СЫШж
1449,3,Ьрушџђр эр ц№хїхёърђр єхэюьхээр фр№ср эр Трёшы Ыхтёъш ш фхтхђђх ъ№њур эр рфр чр фѓјьрэшђх эр С...
1450,3,"Сш Эўч | ""арчсѓыхэр"" ьшёђх№шџ (ТШФХЮ)"
1451,3,Ьрщърђр эр Ыхтёъш тюфшыр ѕю№юђю яюф схёшыъшђх
1452,3,"СкЫУРаШЭкв, ЪЮЩвЮ ЯШЫЮвШаР ЭРЩ-УЮЫХЬШп бРЬЮЫХв Т бТХвР ЯаЮУЮТЮаШ ЮвЪаШвЮ ЧР ЪХЬваХЩЫб! ЯакбЪРв ЫШ ЭШ б ЮваЮТР!?"
1453,3,"СкЫУРаШЭкв, ЪЮЩвЮ ЯШЫЮвШаР ЭРЩ-УЮЫХЬШп бРЬЮЫХв Т бТХвР ЯаЮУЮТЮаШ ЮвЪаШвЮ ЧР ЪХЬваХЩЫб! ЯакбЪРв ЫШ ЭШ б  | Vchas.net"
1454,3,"СкЫУРаШЭкв, ЪЮЩвЮ ЯШЫЮвШаР ЭРЩ-УЮЫХЬШп бРЬЮЫХв Т бТХвР ЯаЮУЮТЮаШ ЮвЪаШвЮ ЧР ЪХЬваХЩЫб! ЯакбЪРв ЫШ ЭШ б  | Vchas.net"
1455,3,"СкЫУРаШЭкв, ЪЮЩвЮ ЯШЫЮвШаР ЭРЩ-УЮЫХЬШп бРЬЮЫХв Т бТХвР ЯаЮУЮТЮаШ ЮвЪаШвЮ ЧР ЪХЬваХЩЫб! ЯакбЪРв ЫШ ЭШ б ЮваЮТР!?"
1456,3,Хђю ърътю ёъ№шѕр ѕю№рђр эр Ыўфьшыр Цштъютр чр №рчъюяъшђх т бђ№рэфцр я№хч 1981!
1457,3,"Ьшёђх№шџђр ъхщьђ№хщыё ""№рчсѓыхэр"" юђ Ьр№шю Срърыют (тшфхю)"
1458,3,"Ьшёђх№шџђр ъхщьђ№хщыё №рчсѓыхэр юђ Ьр№шю Срърыют  сњыур№шэњђ, ъющђю яшыюђш№р эрщ-уюыхьшџ яњђэшїхёъш ёрьюыхђ т ётхђр (ТШФХЮ)  Яюышђшърђр  Шэєю№ьрішюэхэ яю№ђры"
1459,3,"Ьшёђх№шџђр ъхьђ№хщыё ""№рчсѓыхэр"" юђ сњыур№шэ"
1460,3,"Ьшёђх№шџђр ъхьђ№хщыё ""№рчсѓыхэр"" юђ сњыур№шэ"
1461,3,"Ьшёђх№шџђр ъхьђ№хщыё ""№рчсѓыхэр"" юђ сњыур№шэ"
1462,3,"Ьшёђх№шџђр ъхьђ№хщыё ""№рчсѓыхэр"" юђ сњыур№шэ"
1463,3,"СкЫУРаШЭкв, ЪЮЩвЮ ЯШЫЮвШаР ЭРЩ-УЮЫХЬШп бРЬЮЫХв Т бТХвР ЯаЮУЮТЮаШ ЮвЪаШвЮ ЧР ЪХЬваХЩЫб! ЯакбЪРв ЫШ ЭШ б ЮваЮТР!?"
1464,3,гцрё! Ъњљш ѓсшщіш №рчсюыџтрђ юђ №ръ  
1465,3,"Ьшёђх№шџђр ъхщьђ№хщыё ""№рчсѓыхэр"" юђ Ьр№шю Срърыют (тшфхю)"
1466,3,Трэур: Тёшїъюђю ёъ№шђю чырђю эр ётхђр љх шчыхчх эр яютњ№ѕэюёђђр ьѓ
1467,3,Chemtrails HAARP (ѕшьшїхёъш ёыхфш т эхсхђю ш еРРаЯ)
1468,3,быштрэхђю эр їютхјъшђх №рёш - Рыѕшьшџђр эр брђрэшчьр
1469,3,Ьшёњы эр фхэџ юђ срср Трэур
1470,3,арчѓчэртрїњђ Ую№рэ бшьхюэют: Я№хчшфхэђњђ арфхт фр чрёђрэх эрїхыю эр эютю сњыур№ёъю Тњч№рцфрэх
