,click_bait_score,Content Title
534,0,"Oс№хфэшђх я№ръђшъш, ётњ№чрэш ё Тхышъфхэёъшђх я№рчэшіш ёр эхљю, ъюхђю ьюцх фр эш ёяыюђш  арфшю Тх№шур дюъѓё"
535,0,зхђш№ш юсхъђр ъњь Шёђю№шїхёъш ьѓчхщ  Яхђ№шї ёр юђтю№хэш чр яюёхђшђхыш яю т№хьх эр тхышъфхэёъшђх я№рчэшіш
536,1,ФЭХб - Фтшцхэшх чр Эрішюэрыэю Хфшэёђтю ш бярёхэшх
537,1,"Юсљшэр Яхђ№шї ёњчфртр ю№урэшчрішџ цштшџђ юуњэ фр ёђшуэх фю тёхъш ѕ№рь т у№рфр, ёсю№хэ яѓэъђ љх шьр чр ёхырђр"
538,0,"Юс№хфэшђх я№ръђшъш, ъюшђю ёх ётњ№чтрђ ё Тхышъфхэёъшђх я№рчэшіш ёр эхљю, ъюхђю ьюцх ёрью ш хфшэёђтхэю фр эш ёяыюђш"
539,1,ЭЮбваРФРЬгб: в№хђрђр ётхђютэр тющэр чряюїтр я№хч 2017 (Тшцђх яюф№юсэюёђш)
540,0,Сюџфшёрэюђю тхышъфхэёъю џщіх ёшьтюышчш№р тњчъ№хёхэшхђю эр е№шёђюё ш эютюђю эрїрыю
541,0,Сюџфшёрэюђю тхышъфхэёъю џщіх ёшьтюышчш№р тњчъ№хёхэшхђю эр е№шёђюё ш эютюђю эрїрыю  арфшю Тх№шур дюъѓё
542,0,"Юс№хфэшђх я№ръђшъш, ъюшђю ёх ётњ№чтрђ ё Тхышъфхэёъшђх я№рчэшіш ёр эхљю, ъюхђю ьюцх ёрью ш хфшэёђтхэю фр эш ёяыюђш  арфшю Тх№шур дюъѓё"
543,1,Эхфр Рэђюэютр: Ыхтёъш эх х сшы ѓсшхі
544,1,Тёшїъю х уюђютю чр шчтњэчхьэр ъюыюэшчрішџ
545,1,Чрфртр ыш ёх в№хђр ётхђютэр тющэр? Тњчфѓјэюђю ш ью№ёъю я№юёђ№рэёђтю эр ЪЭФа юяѓёђџ тэхчряэю
546,1,Рыхъёрэфњ№ Фѓушэ: в№хђр ётхђютэр  эрїрыю?
547,1,Чрфртр ыш ёх в№хђр ётхђютэр тющэр? Тњчфѓјэюђю ш ью№ёъю я№юёђ№рэёђтю эр ЪЭФа юяѓёђџ тэхчряэю
548,1,вЮЩ ш т№њчърђр ьѓ ё ъѓыђѓ№рђр
549,1,Сыюуњђ эр koshava :: в№хђр ётхђютэр: Эрїрыю?
550,1,йх шьр ыш ђ№хђр ётхђютэр тющэр? Ур№ш Ърчшрэшё
551,0,Фѓушэ: Ћв№хђр ётхђютэр тющэр?Л - Эютшэш News Front Сњыур№шџ
552,1,в№хђр ётхђютэр: Эрїрыю? - Pan.bg
553,1,Шчтышїрэх эр уэющ???
554,1,Эрёыхфэшїърђр эр Трэур фртр ь№рїэш я№юуэючш чр сњфхљхђю эр ётхђр
555,1,"бюьэрсѓыэю ъњь в№хђр ётхђютэр тющэр. . . ърђю яю їрёютэшъ, эр ёыхфтрљшџ 25-уюфшјхэ ішъњы эр ьрёр ..."
556,1,Р№ьрухфюэ љх ёх ёыѓїш т эхяюё№хфёђтхэр сышчюёђ фю бтхђшђх чхьш! в№хђр ётхђютэр: Эрїрыю?
557,0,"зютхъњђ, ъющђю шчярфр т ъюьр ш яњђѓтр тњт т№хьхђю - ърътю љх ёх ёыѓїш ёыхф 1000 уюфшэш - бтюсюфэю т№хьх - Яюїштър"
558,1,Уюыхьшџђ №ѓёъш урьсшђ - Pan.bg
559,1,Ърътю №рчъ№штр срср Трэур чр єхэюьхэр жр№шїшэр
560,1,в№хђр ётхђютэр: Эрїрыю? - Яюуыхф Шэєю
561,1,Тющэр ё аѓёшџ?
562,0,Фѓушэ: Ћв№хђр ётхђютэр тющэр?Л
563,1,Сырђюђю я№хёѓјш в№њья - Эрішюэрыэю Фтшцхэшх аѓёюєшыш
564,1,Я№ю№юїхёђтюђю эр Трэур чр бш№шџ  Эютшэш юђ Сњыур№шџ ш ётхђр
565,1,Я№ю№юїхёђтюђю эр Трэур чр бш№шџ  Эютшэш ш Чрсртыхэшх
566,0,Petel.bg - эютшэш - Я№ю№юїхёђтюђю эр Трэур чр бш№шџ
567,1,Сыюуњђ эр budha2 :: в№хђр ётхђютэр: Эрїрыю?
568,1,Washington Post: Тющэр ё аѓёшџ?
569,1,в№хђр ётхђютэр: Эрїрыю?
570,1,Рыхъёрэфњ№ Фѓушэ: в№хђр ётхђютэр - эрїрыю?
571,1,Я№хуютю№ш Ырт№ют ё вшыњ№ёњэ!
572,1,"Т бш№шџ, ърђю їх ыш эџъющ яюфѕтњ№ыџ ѕшьшїхёъш ю№њцшџ эр ђх№хэ, чр фр яюёыѓцрђ чр юёэютрэшх чр ѓфр№ш"
573,0,в№хђр ётхђютэр: Эрїрыю? | a-specto
574,1,зртфр№ зх№тхэъют: Чрярфњђ эх шёър фр №рчсх№х аѓёшџ ш Яѓђшэ
575,1,"йх шьр ыш т шэђх№эхђ эютшэр чр в№хђрђр ётхђютэр? Я№рё-я№хё, с№ющ 4"
576,1,ЮвЭЮбЭЮ ЮваЮТХЭРвР ТЮФР Т еРбЪЮТЮ
577,0,"Шъюэр, ъюџђю х №џфъюёђ, эю я№шђхцртр эхтх№юџђэр ёшыр. Чрфњыцшђхыэю ђ№џстр фр тшфшђх чр ърътю ёыѓцш"
578,1,"ЯЮЧЭРЫР Х б вЮзЭЮбв, ЭРЩ-бваРиЭЮвЮ ЯаЮаЮзХбвТЮ ЭР ТРЭУР бХ бСкФТР! бШаШп йХ ЯЫгТЭХ Т ЪакТ, ЭЮ СкЫУРаШп йХ"
579,1,"Трэур ёњё ёђ№рѕютшђю я№ю№юїхёђтю: йх шьр эют яюђюя эр Чхьџђр, зх№эю ью№х љх ёђшуэх фю быштхэ"
580,1,"ЯЮЧЭРЫР Х б вЮзЭЮбв, ЭРЩ-бваРиЭЮвЮ ЯаЮаЮзХбвТЮ ЭР ТРЭУР бХ бСкФТР! бШаШп йХ ЯЫгТЭХ Т ЪакТ, ЭЮ СкЫУРаШп йХ | Vchas.net"
581,1,"ЯЮЧЭРЫР Х б вЮзЭЮбв, ЭРЩ-бваРиЭЮвЮ ЯаЮаЮзХбвТЮ ЭР ТРЭУР бХ бСкФТР! бШаШп йХ ЯЫгТЭХ Т ЪакТ, ЭЮ СкЫУРаШп йХ"
582,1,зртфр№ зх№тхэъют: Чрярфњђ эх шёър фр №рчсх№х аѓёшџ ш Яѓђшэ | Эютшэшђх юђ Ърчрэыњъ
583,1,"Трэур ёњё ёђ№рѕютшђю я№ю№юїхёђтю: йх шьр эют яюђюя эр Чхьџђр, зх№эю ью№х љх ёђшуэх фю быштхэ"
584,1,Фцр№хф Ъѓјэх№ я№шэрфыхцш Doomsday Cult аюђјшыф
585,1,Washington Post: Тющэр ё аѓёшџ?
586,1,аѓёър ьхфшџ эш я№шяюьэш я№хфёърчрэшџђр эр Трэур ш Тр№ёюєюэшщ чр бш№шџ! бш№шџ љх ярфэх ш...
587,1,Чрярфњђ эх шёър фр №рчсх№х аѓёшџ ш Яѓђшэ
588,1,бсњфтр ёх юљх хфэю юђ я№ю№юїхёђтрђр эр Трэур
589,1,"Я№ю№юїхёђтрђр ёх ёсњфтрђ! Трэур: бш№шџ љх №ѓѕэх т ъ№рърђр эр яюсхфшђхыџ, эю љх фющфх эют Ьхёшџ"
590,1,Ьњыэшџ! С№шђшј Рьх№шърэ врсръю ъѓяѓтр эџъюыъю тюфхљш ьр№ъш ішур№ш эр Сѓыур№ђрсръ
591,1,Эџъюш я№ю№юїхёђтр эр Трэур тхїх ёх ёсњфтрђ! Тшцђх яюф№юсэюёђш!
592,1,"Я№ю№юїхёђтрђр ёх ёсњфтрђ! Трэур: бш№шџ љх №ѓѕэх т ъ№рърђр эр яюсхфшђхыџ, эю љх фющфх эют Ьхёшџ | Vchas.net"
593,0,зртфр№ зх№тхэъют: Чрярфњђ эх шёър фр №рчсх№х аѓёшџ ш Яѓђшэ
594,1,"Яхђњ№ Фшьъют ъ№шхјх, їх шьр фр№срђр эр Трэур"
595,1,Сыюу бђр№р бюєшџ: жр№ёър фхђёър у№рфшэр
596,1,Pernik News Яюыхђ ъњь №рџ
597,0,Я№ю№юїхёђтюђю эр Трэур чр бш№шџ
598,1,Я№ює. Сюџэ зѓъют: пёђ№хсшђх т Рьх№шър ђырёърђ ёђ№рэрђр ъњь в№хђр ётхђютэр тющэр (ТШФХЮ)
599,1,"бш№шџ љх №ѓѕэх т ъ№рърђр эр яюсхфшђхыџ, эю љх фющфх эют Ьхёшџ  Эютшэш ш Чрсртыхэшх"
600,0,"Я№ю№юїхёђтрђр ёх ёсњфтрђ! Трэур: бш№шџ љх №ѓѕэх т ъ№рърђр эр яюсхфшђхыџ, эю љх фющфх эют Ьхёшџ - СЫШж"
601,1,Ьшёњы эр фхэџ юђ срср Трэур
602,1,Я№ює. Ыўфьшы Ухю№ушхт: Сњыур№ёърђр яючшішџ чр бш№шџ х ыръхщёър
603,1,"Ърђю эр№юф љх юіхыххь, чр яютхїх эх тшцфрь ѕю№шчюэђ  бтюсюфэю ёыютю"
604,0,Сњыур№ёърђр яючшішџ чр бш№шџ х ыръхщёър
605,0,"Ьэхэшџ | Ьэхэшџ Daily - ""вюьрѕртъшђх"" - ёђ№рђхушџ шыш ф№ѓу в№њья-ђѓшђ"
606,1,"Яхђњ№ Фшьъют ъ№шхјх, їх шьр фр№срђр эр Трэур  "
607,1,"Хт№юяр, ръю эх ёхур - ъюур?!"
608,1,"Трэур, Яѓђшэ, Эшэютр ш арфхт + ТШФХЮ"
609,0,Last Minute чр Тхышъфхэ т Яхђ№шї! 2 эюљѓтъш ёњё чръѓёъш ш я№рчэшїхэ юсџф
610,1,Last Minute чр Тхышъфхэ т Яхђ№шї! 2 эюљѓтъш ёњё чръѓёъш ш я№рчэшїхэ юсџф
611,1,Last Minute чр Тхышъфхэ т Яхђ№шї! 2 эюљѓтъш ёњё чръѓёъш ш я№рчэшїхэ юсџф
612,1,Last Minute чр Тхышъфхэ т Яхђ№шї! 2 эюљѓтъш ёњё чръѓёъш ш я№рчэшїхэ юсџф
613,1,бхэчрішџ чр Тхышъфхэ! гэшърыэр №рчя№юфрцср эр ъэшуш т іхэђњ№р эр бюєшџ - ѕшђютш чруыртшџ эр јюъш№рљю эшёъш іхэш
614,0,Рэрышчш | Юс№рђ яю в№њья: аръхђш ё№хљѓ бш№шџ
615,1,Шышџ Ышэую№ёъш: аѓёшџ т бш№шџ х эрурчшыр т ьэюую фњысюър ъры
616,0,Шышџ Ышэую№ёъш: аѓёшџ т бш№шџ х эрурчшыр т ьэюую фњысюър ъры - бТпв - Эютшэш
617,1,Сш Эўч | Яюыхђ ъњь №рџ
618,0,бХЭЧРжШп ЧР ТХЫШЪФХЭ! гэшърыэр №рчя№юфрцср эр ъэшуш т іхэђњ№р эр...
619,0,бХЭЧРжШп ЧР ТХЫШЪФХЭ! гэшърыэр №рчя№юфрцср чр ъэшуш т іхэђњ№р эр...
620,1,Чрт№њљрэх ъњь ёхсх ёш :: Шьрђ ыш ьшёшџ Сњыур№шђх
621,0,"бтџђ | Юсшїрьх ђх, Рсѓ Штрэър - р№рсёъш яюђ№хсшђхыш сыруюфр№џђ эр в№њья чр ѓфр№р ё№хљѓ Рёрф"
622,1,гїхэш юђъ№шѕр ђрщэрђр фр№ср эр Трэур: Шьрыр х т уыртрђр ёш ёюэр№!
623,0,ЋСхышђх ърёъшЛ эр бю№юё сшыш ртђю№ш эр ѕшьшїхёърђр рђрър т бш№шџ
624,0,"Эх їрърщђх ђ№хђр ётхђютэр тющэр, ђџ тхїх х ђѓъ"
625,1,Ышыш Штрэютр ёхэчрішюээю: Трэур ьш ърчр ъюур ш ъњфх љх ѓь№р. йх сњфр чрхфэю ё цхэр т ёьњ№ђђр ёш!
626,1,"Ьырф ѓєюыюу, №рчыхфтрљ ъ№ѓяхэ ётхђютхэ чруютю№ ьхцфѓ шыўьшэрђшђх ш шчтњэчхьэш, шчїхчэр ьшёђх№шючэю | Vchas.net"
627,1,"ЪаШХеР Юв ЭРб ЭРЩ-бваРеЮТШвЮвЮ ЯаЮаЮзХбвТЮ ЭР ТРЭУР, ЭЮ ЯаХЧ 1996 вп Х аРЧЪаШЫР ЯаХФ СШЧЭХбЬХЭ, зХ СкЫУРаШп йХ | Vchas.net"
628,1,Фютх№їшэют ш жш№ърфцшхт  ух№юш эр эрјхђю т№хьe
629,1,Эрщ-ёђ№рѕютшђюђю я№ю№юїхёђтю эр Трэур!
630,0,"Ьырф ѓєюыюу, №рчыхфтрљ ъ№ѓяхэ ётхђютхэ чруютю№ ьхцфѓ шыўьшэрђшђх ш шчтњэчхьэш, шчїхчэр ьшёђх№шючэю"
631,1,Эрщ-ёђ№рѕютшђюђю я№ю№юїхёђтю эр Трэур | Фхщыш Я№хё
632,0,еръх№ш ярэшъќюёрѕр Фрырё
633,0,ЪЮЭбЯШаРжШп! гєюыюу шчїхчэр ьшёђх№шючэю -№рсюђхы тњ№ѕѓ ётхђютхэ...
634,0,ЪЮЭбЯШаРжШп! гєюыюу шчїхчэр ьшёђх№шючэю-№рсюђхы тњ№ѕѓ ётхђютхэ...
635,0,"Ьырф ѓєюыюу, №рчыхфтрљ ъ№ѓяхэ ётхђютхэ чруютю№ ьхцфѓ шыўьшэрђшђх ш шчтњэчхьэш, шчїхчэр ьшёђх№шючэю - СЫШж"
636,0,"Ыўсюьш№ Ъўїѓъют: бтхђњђ, т ъющђю цштххь, љх х тёх яю-эхёшуѓ№хэ, ё ђ№ѓёютх ш ъюышчшш - СкЫУРаШп - Эютшэш"
637,1,"ЪаШХеР Юв ЭРб ЭРЩ-бваРеЮТШвЮвЮ ЯаЮаЮзХбвТЮ ЭР ТРЭУР, ЭЮ ЯаХЧ 1996 вп Х аРЧЪаШЫР ЯаХФ СШЧЭХбЬХЭ, зХ СкЫУРаШп йХ  Яюышђшърђр  Шэєю№ьрішюэхэ яю№ђры"
638,1,Т ёѓђ№хјэшђх сыюъютх - Cross.bg
639,0,Ь№рїэшђх ђрщэш эр ь№њёэшђх сюьсш
640,1,Эрщ-ёђ№рѕютшђюђю я№ю№юїхёђтю эр Трэур! | Шэєю№ьрішџђр эр т№хьх
641,1,Эрщ-ёђ№рѕютшђюђю я№ю№юїхёђтю эр Трэур!  Эютшэш ш Чрсртыхэшх
642,1,Эрщ-ёђ№рѕютшђюђю я№ю№юїхёђтю эр Трэур!  Эютшэш юђ Сњыур№шџ ш ётхђр
643,1,"Ухэ. Ъш№їю Ъш№ют №рчъ№ш чрљю в№њья ѓфр№ш бш№шџ, ъющ х тшэютэшъњђ чр ѕшьшїхёърђр рђрър т Шфышс, ърътю љх эря№ртш Яѓђшэ т Сышчъшџ шчђюъ"
644,1,"ЪаШХеР Юв ЭРб ЭРЩ-бваРеЮТШвЮвЮ ЯаЮаЮзХбвТЮ ЭР ТРЭУР, ЭЮ ЯаХЧ 1996 вп Х аРЧЪаШЫР ЯаХФ СШЧЭХбЬХЭ, зХ СкЫУРаШп йХ"
645,1,"ахіхяђшђх эр срср Трэур, ъюшђю ыхъѓтрђ тёџър сюыхёђ! Тшцђх уш яю рчсѓїхэ №хф!"
646,1,"Тшцђх эютрђр ђхѕэшър чр џщір эр яхђэр, ъюџђю ёђртр ѕшђ чр ђрчш уюфшэр"
647,1,бђ№юџђ ъњљш чр уюёђш фю ьрэрёђш№р эр Трэур
648,1,"ХЪбЪЫгЧШТЭЮ Ш бРЬЮ Т ШЭвХаЭХв! Ухэ. Ъш№їю Ъш№ют №рчъ№ш чрљю в№њья ѓфр№ш бш№шџ, ъющ х тшэютэшъњђ чр ѕшьшїхёърђр рђрър т Шфышс, ърътю љх эря№ртш Яѓђшэ т Сышчъшџ шчђюъ"
649,1,бтхђњђ ђ№хях№ш! Уюыџьрђр тющэр х ьэюую сышчю! бРй фш№хъђэю юстшэшѕр аѓёшџ чр фтрђр ёђюяхэш ёрьюыхђр
650,1,бРй ш аѓёшџ эр №њср эр тюхэхэ ъюэєышъђ. Шчя№ртхэ ыш х ётхђњђ я№хф в№хђр ётхђютэр тющэр?
651,0,Ь№рїэшђх ђрщэш эр ь№њёэшђх сюьсш
652,0,Сшђърђр чр бш№шџ тњ№тш эр 3 є№юэђр - Рэрышчш
653,1,Ъръ фр я№хсю№шь рых№ушџђр ё сшыъш яю №хіхяђр эр срср Трэур
654,1,Эютр ётхђютэр тющэр ђ№њутр юђ ёърэфры ьхцфѓ бРй ш аѓёшџ чр№рфш...
655,1,"Я№ю№юїхёђтю! Хфэю юђ яюёыхфэшђх я№хфёърчрэшџ эр Трэур, тшцђх ърътю љх ёђрэх....."
656,1,"Я№хфш фр ѓь№х Трэур я№хф№хъыр эют яюђюя эр Чхьџђр, ъющђю љх тър№р зх№эю ью№х т Сњыур№шџ фю"
657,1,Фрыш шёђю№шџђр ё џф№хэюђю ю№њцшх љх ёх яютђю№ш ш ёњё бхтх№эр Ъю№хџ? :. Ръђѓрыэю
658,0,"Хт№юяр, ръю эх ёхур - ъюур?!"
659,1,"Трэур ёњё ёђ№рѕютшђю я№ю№юїхёђтю: йх шьр эют яюђюя эр Чхьџђр, зх№эю ью№х љх ёђшуэх фю быштхэ"
660,1,"Хт№юяр, ръю эх ёхур - ъюур?!"
661,1,"Сњыур№шџ - ьрыњъ юёђ№ют эр ёярёхэшх т ь№рїэшђх т№хьхэр, ъюшђю шфтрђ. Хьшу№рэђшђх фр ёх я№шсш№рђ ѓ фюьр"
662,1,"ЪаШХеР Юв ЭРб ЭРЩ-бваРеЮТШвЮвЮ ЯаЮаЮзХбвТЮ ЭР ТРЭУР, ЭЮ ЯаХЧ 1996 вп Х аРЧЪаШЫР ЯаХФ СШЧЭХбЬХЭ, зХ СкЫУРаШп йХ"
663,0,"Фрыш шёђю№шџђр ё џф№хэюђю ю№њцшх љх ёх яютђю№ш ш ёњё бхтх№эр Ъю№хџ? - Ьэхэшџ, ръіхэђш ш ъюьхэђр№ш"
664,1,Фрыш шёђю№шџђр ё џф№хэюђю ю№њцшх љх ёх яютђю№ш ш ёњё бхтх№эр Ъю№хџ?
665,1,"йх шьр эют яюђюя эр Чхьџђр, зх№эю ью№х љх ёђшуэх фю быштхэ"
666,1,Схёэш яюышђшіш эш ђырёърђ ъњь в№хђр ётхђютэр тющэр
667,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
668,1,Тырфшьш№ зѓъют: Шчуыхцфр эхыюушїэю Срјр№ Рёрф фр эрярфэх ерэ ихщѕѓэ
669,1,Чыютхљю я№хфёърчрэшх эр я№ю№юъ:Эютр ётхђютэр тющэр ђ№њутр юђ ёърэфры ьхцфѓ бРй ш аѓёшџ чр№рфш
670,1,Чыютхљю я№хфёърчрэшх эр я№ю№юъ:Эютр ётхђютэр тющэр ђ№њутр юђ ёърэфры ьхцфѓ бРй ш аѓёшџ чр№рфш
671,0,Petel.bg - эютшэш - Чыютхљю я№хфёърчрэшх эр я№ю№юъ:Эютр ётхђютэр тющэр ђ№њутр юђ ёърэфры ьхцфѓ бРй ш аѓёшџ чр№рфш...
672,1,Шчуыхцфр эхыюушїэю Срјр№ Рёрф фр эрярфэх ерэ ихщѕѓэ
673,1,"2017-р эюёш я№ш№юфэш ърђръышчьш, рђхэђрђш ш юу№юьэш ртр№шш  Эютшэш ш Чрсртыхэшх"
674,1,2017-р эюёш я№ш№юфэш ърђръышчьш ш  Эютшэш ш Чрсртыхэшх
675,0,Petel.bg - эютшэш - Рёђ№юыючш я№хфѓя№хцфртрђ: 2017-р эюёш я№ш№юфэш ърђръышчьш ш...
676,0,"Рёђ№юыючш я№хфѓя№хцфртрђ: 2017-р эюёш я№ш№юфэш ърђръышчьш, рђхэђрђш ш юу№юьэш ртр№шш - СЫШж"
677,0,"2017-р эюёш я№ш№юфэш ърђръышчьш, рђхэђрђш ш юу№юьэш ртр№шш"
678,0,"Хт№юяр, ръю эх ёхур - ъюур?!"
679,1,Ью№сшыш?!
680,0,ахръішш ёыхф рьх№шърэёъшџ юсёђ№хы т бш№шџ
681,0,"Хт№юяр, ръю эх ёхур - ъюур?! | Ъюьхэђр№ш"
682,0,"Хт№юяр, ръю эх ёхур - ъюур?! | Ъюьхэђр№ш"
683,1,гыђшьрђѓь эр шчтњэчхьэшђх шыш яюёыхфэю я№хфѓя№хцфхэшх чр ётхђютэрђр юышур№ѕшџ?
684,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
685,0,Шчуыхцфр эхыюушїэю Срјр№ Рёрф фр эрярфэх ерэ ихщѕѓэ
686,1,Эют ётхђютхэ №хф Connections Фюэрыф в№њья №рчъ№ш
687,0,"бш№шџ т ьюьхэђр х эхљю схчя№хіхфхэђэю, эр эхщэр ђх№шђю№шџ шьр я№хфёђртшђхыш эр 8 р№ьшш"
688,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
689,1,бхур ётхђњђ х т №њіхђх эр Яѓђшэ ш в№њья  бтюсюфэю ёыютю
690,0,бхур ётхђњђ х т №њіхђх эр Яѓђшэ ш в№њья
691,1,Ъюэєышъђњђ т бш№шџ шьр яюђхэішры фр №рчђњ№ёш ётхђр
692,0,бхур ётхђњђ х т №њіхђх эр Яѓђшэ ш в№њья
693,1,"Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ, т Ш№ръ, т Ышсшџ..."
694,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
695,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
696,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
697,0,"бш№шџ ш я№юярурэфрђр, ъюџђю ѓф№џ ърђю №ръхђш"
698,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
699,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
700,1,в№њья тхїх эх ѓя№ртыџтр Рьх№шър Рэђюэ Ъ№шыют
701,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
702,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
703,1,в№њья тхїх эх ѓя№ртыџтр Рьх№шър
704,1,Тњыјхсэрђр №хіхяђр эр Срср Трэур
705,1,Тњыјхсэрђр №хіхяђр эр Срср Трэур  Эютшэш ш Чрсртыхэшх
706,1,гфр№њђ эр бРй т бш№шџ  хт№юяхщёъш яюышђшіш ш ьхфшш ё №рчэюяюёюїэш юіхэъш
707,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
708,1,бТХвкв Х ЭР ЯаРУР ЭР ваХвР бТХвЮТЭР ТЮЩЭР!
709,1,"Сњыур№шџ - ьрыњъ юёђ№ют эр ёярёхэшх т ь№рїэшђх т№хьхэр, ъюшђю шфтрђ. Хьшу№рэђшђх фр ёх я№шсш№рђ ѓ фюьр!"
710,1,ашёъњђ юђ ёсыњёњъ ьхцфѓ аѓёшџ ш бРй ёњљхёђтхэю ёх яютшјш
711,0,"быхф ѓфр№шђх эр бРй: Юярёэр хёърырішџ, ьрёютр ьшу№рішџ"
712,0,быхф №ръхђэшџ ѓфр№ эр бРй т бш№шџ: ш ёхур ърътю?
713,1,арышір Трёшыхтр чр рђръшђх эр бРй т бш№шџ
714,1,быхф №ръхђэшџ ѓфр№ эр бРй т бш№шџ: ш ёхур ърътю?
715,0,быхф №ръхђэшџ ѓфр№ эр бРй т бш№шџ: ш ёхур ърътю?
716,1,гфр№њђ эр бРй т бш№шџ  хт№юяхщёъш яюышђшіш ш ьхфшш ё №рчэюяюёюїэш юіхэъш
717,0,Чртхљр эш ую Трэур. зѓфюђтю№эрђр щ сшыър ђюяш яю ъшыюу№рь эр фхэ. Эхюсѕюфшью х ёрью фр...
718,1,"Хфэр тњыјхсэр ъњљр т бюєшџ, ъњфхђю т№хьхђю х ёя№џыю"
719,0,"аѓёъш цѓ№эрышёђ: Ћаѓёшџ фхщёђтр ё фшяыюьрђшїхёъш ьхђюфш, эю тёхъш ръђ эр ру№хёшџ љх сњфх я№хёхїхэЛ (тшфхю)"
720,0,Сшы Ухщђё єшэрэёш№р эют ъхьђ№хщыё. Ъюур чряюїтр я№њёърэхђю?
721,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
722,1,Шъюэюьшъё чр тьхэџхьш. зрёђ 1: Трэур сш сшыр ую№фр!
723,1,Чрыхчњђ эр СЫХбвпйШп ЭЮТ бТпв эр бю№юё
724,1,в№њья тхїх эх ѓя№ртыџтр Рьх№шър
725,1,Уюыџьрђр ѕшьшїхёър ыњцр т бш№шџ
726,1,в№њья тхїх эх ѓя№ртыџтр Рьх№шър
727,1,The Foreign Insider | бяхішрыхэ рэрышч: в№њья ш тюхээшђх ѓфр№ш ё№хљѓ бш№шџ (VIDEO:US strikes in Syria launched from USS Porter)
728,1,"жџыр Сњыур№шџ юђёырстр ё №хіхяђрђр эр срср Трэур- ђюяшј яю ъшыю эр фхэ, ръю ёш ё эрфэю№ьхэю ђхуыю"
729,1,"жџыр Сњыур№шџ юђёырстр ё №хіхяђрђр эр срср Трэур- ђюяшј яю ъшыю эр фхэ, ръю ёш ё эрфэю№ьхэю ђхуыю"
730,0,Тырфшьш№ зѓъют : гфр№шђх эр бРй т бш№шџ эх ёр эрїрыю эр в№хђр ётхђютэр тющэр
731,1,Тырфшьш№ зѓъют я№хф FN: гфр№шђх эр бРй т бш№шџ эх ёр эрїрыю эр в№хђр ётхђютэр тющэр
732,1,The Foreign Insider | бяхішрыхэ рэрышч: в№њья ш тюхээшђх ѓфр№ш ё№хљѓ бш№шџ
733,0,Ъръ №хруш№р ётхђњђ эр ѓфр№р эр бРй яю бш№шџ - бтџђ - Рьх№шър
734,0,Ъръ №хруш№р ётхђњђ эр ѓфр№р эр бРй яю бш№шџ - бтџђ - Рьх№шър
735,0,Ъръ №хруш№р ётхђњђ эр ѓфр№р эр бРй яю бш№шџ - бтџђ - Рьх№шър
736,0,"Я№шїшэрђр, яю№рфш ъюџђю ёш яюфр№џтрьх я№њёђхэ ё фшрьрэђ я№ш уюфхц |"
737,1,быхф №ръхђэшџ ѓфр№ эр бРй т бш№шџ: ш ёхур ърътю?
738,1,Чрыхчњђ эр СЫХбвпйШп ЭЮТ бТпв эр бю№юё
739,1,Я№юїѓђшђх №хіхяђш эр срср Трэур чр юђёырстрэх
740,1,"Ьрушџђр эр сшыъшђх х т яыютфштёъшџ р№ђ ътр№ђры ""Ърярэр"" (бЭШЬЪШ)"
741,1,Ьрушџђр эр сшыъшђх х т Ърярэр (бЭШЬЪШ)
742,1,бРй Юяшђрѕр фр ЯЮФЯРЫпв ваХвР бТХвЮТЭР ТЮЩЭР! Хђю ъющ ш ъръ я№ютрыш яырэютхђх шь! Тшц ...
743,0,Тњчьюцэю х Рфњђ эршёђшэр фр ёх эрьш№р эр Чхьџђр. Ъњфх х ђютр ьџёђю? - бтюсюфэю т№хьх - Яюїштър
744,1,ахіхяђр эр срср Трэур ђюяш яю ъшыю эр фхэ схч фшхђш ш юу№рэшїхэшџ!
745,1,ахіхяђр эр срср Трэур ђюяш яю ъшыю эр фхэ схч фшхђш ш юу№рэшїхэшџ!
746,1,ахіхяђр эр срср Трэур ђюяш яю ъшыю эр фхэ схч фшхђш ш юу№рэшїхэшџ!
747,1,гэшърыэр эрфу№юсэр яыюїр юђъ№шѕр т ех№ръыхџ бшэђшър
748,0,ахіхяђр эр срср Трэур ђюяш яю ъшыю эр фхэ схч фшхђш ш юу№рэшїхэшџ! - СЫШж
749,0,гэшърыэр эрфу№юсэр яыюїр юђъ№шѕр т ех№ръыхџ бшэђшър
